%time,field.x,field.y,field.z
19334000000,-2.00000106642,-0.499988601903,-0.00100739914431
19369000000,-2.00000105926,-0.499988582185,-0.00100739914432
19400000000,-2.00000105231,-0.499988563047,-0.00100739914432
19433000000,-2.00000104536,-0.499988543909,-0.00100739914433
19467000000,-2.0000010382,-0.499988524191,-0.00100739914434
19501000000,-2.00000103125,-0.499988505053,-0.00100739914435
19533000000,-2.00000102431,-0.499988485915,-0.00100739914435
19567000000,-2.00000101715,-0.499988466196,-0.00100739914436
19600000000,-2.0000010102,-0.499988447058,-0.00100739914437
19634000000,-2.00000100325,-0.49998842792,-0.00100739914438
19668000000,-2.00000099609,-0.499988408202,-0.00100739914438
19700000000,-2.00000098914,-0.499988389063,-0.00100739914439
19733000000,-2.0000009822,-0.499988369925,-0.0010073991444
19768000000,-2.00000097504,-0.499988350206,-0.00100739914441
19800000000,-2.00000096809,-0.499988331068,-0.00100739914441
19833000000,-2.00000096114,-0.499988311929,-0.00100739914442
19867000000,-2.00000095398,-0.499988292211,-0.00100739914443
19900000000,-1.99950392866,-0.499988109128,-0.00100731361942
19933000000,-1.99803871286,-0.499988019902,-0.00100738323545
19967000000,-1.9955151549,-0.499987923734,-0.00100749275583
20001000000,-1.99208891143,-0.499987879335,-0.00100763691639
20033000000,-1.98772654217,-0.499987974805,-0.0010077851774
20067000000,-1.98231597961,-0.499988380478,-0.00100793296994
20100000000,-1.97653215414,-0.49998419917,-0.00100804076758
20134000000,-1.97088940904,-0.499965746726,-0.00100732376643
20167000000,-1.96542832417,-0.499922768636,-0.00100730652266
20200000000,-1.96011599423,-0.499850435815,-0.00100826196235
20233000000,-1.9547639262,-0.499743854387,-0.00100638352258
20268000000,-1.94933870529,-0.499603442399,-0.00100637211489
20300000000,-1.94396597057,-0.499421938536,-0.00100643958851
20333000000,-1.9383389137,-0.499174948017,-0.00100646257012
20367000000,-1.93210848513,-0.498820714382,-0.00100661123189
20400000000,-1.92548674573,-0.498339245545,-0.0010068087672
20433000000,-1.91819340866,-0.497674223341,-0.00100706817671
20467000000,-1.90995932011,-0.496750813188,-0.00100791670706
20501000000,-1.90207823899,-0.495686389575,-0.00100776836695
20534000000,-1.89442654978,-0.494454206929,-0.00100795256512
20567000000,-1.88651992639,-0.492959653783,-0.00100674963889
20602000000,-1.8787749585,-0.491273718589,-0.0010067645657
20633000000,-1.87143080781,-0.48945940919,-0.00100781768149
20667000000,-1.86492083024,-0.487646155853,-0.00100763606954
20701000000,-1.85966804076,-0.486016211804,-0.00100746173624
20733000000,-1.85545464465,-0.484577318887,-0.001007313347
20767000000,-1.85201912427,-0.483296131846,-0.00100734047568
20800000000,-1.84855352785,-0.481899816297,-0.00100758255802
20834000000,-1.84425879094,-0.480054032979,-0.0010077193306
20868000000,-1.83907323969,-0.477692532433,-0.00100782124955
20900000000,-1.83350205898,-0.475027263147,-0.00100791401503
20933000000,-1.82779992933,-0.472188369102,-0.00100683925392
20968000000,-1.82179043039,-0.469070172775,-0.00100695624861
21001000000,-1.81616625584,-0.466026142436,-0.00100799074336
21033000000,-1.81107202331,-0.463164076365,-0.00100804329901
21067000000,-1.80638950145,-0.460460610461,-0.00100808680415
21100000000,-1.80236239961,-0.458095514832,-0.00100797509631
21133000000,-1.7984112501,-0.455747395527,-0.00100802739193
21167000000,-1.79435316847,-0.453307409439,-0.00100807776772
21200000000,-1.79019329251,-0.450774157746,-0.00100805667916
21233000000,-1.78603067719,-0.448186941321,-0.0010066850186
21268000000,-1.78208917284,-0.445707132978,-0.0010065783936
21301000000,-1.77844168027,-0.4434084882,-0.00100722751706
21333000000,-1.77464902254,-0.441030211184,-0.0010073419037
21367000000,-1.77050307029,-0.438452964119,-0.00100801545761
21400000000,-1.76621885071,-0.435819843312,-0.00100762137301
21433000000,-1.76155825493,-0.433004462981,-0.00100663139309
21467000000,-1.75624555822,-0.429877091201,-0.00100677135093
21501000000,-1.75043070801,-0.426563669685,-0.00100693603423
21533000000,-1.74386025268,-0.422953320976,-0.00100715722495
21567000000,-1.73627230371,-0.41894097538,-0.00100762391363
21601000000,-1.72864744141,-0.415048962438,-0.00100707554315
21634000000,-1.72144178203,-0.411481338304,-0.00100703002511
21667000000,-1.71447618362,-0.408166267892,-0.00100811832132
21701000000,-1.70809159576,-0.405277802089,-0.00100789498443
21733000000,-1.70217401204,-0.402759500396,-0.00100786583764
21768000000,-1.69644333687,-0.400481193933,-0.00100781238835
21800000000,-1.69130057055,-0.398563073517,-0.00100774918419
21834000000,-1.68665615452,-0.396924402628,-0.00100768995915
21868000000,-1.68228764182,-0.395454077327,-0.00100752250534
21901000000,-1.67813241344,-0.394109020853,-0.00100752549986
21933000000,-1.67395336714,-0.392794006632,-0.00100757903029
21967000000,-1.66963124632,-0.391474344449,-0.0010076368026
22001000000,-1.6652093831,-0.390165309462,-0.00100744963311
22033000000,-1.66068864124,-0.388863708771,-0.00100781602286
22067000000,-1.65602056087,-0.387557625086,-0.00100793958815
22100000000,-1.65125185516,-0.386265478664,-0.001008128545
22133000000,-1.64621713155,-0.384951328284,-0.00100726299721
22168000000,-1.64092767088,-0.383630936522,-0.00100730768861
22201000000,-1.63588647293,-0.382425944047,-0.00100705509185
22233000000,-1.63089440547,-0.381282054531,-0.00100728984808
22268000000,-1.62552797009,-0.380089617064,-0.00100646768984
22300000000,-1.62045205412,-0.378986823369,-0.00100819873773
22333000000,-1.61601144896,-0.378047070282,-0.00100816156897
22368000000,-1.61219022971,-0.377267058364,-0.00100813230438
22401000000,-1.60892473629,-0.376624571361,-0.00100775832331
22433000000,-1.60533573194,-0.375937849274,-0.00100676265176
22467000000,-1.60085725539,-0.375098329595,-0.00100689238772
22500000000,-1.59654800079,-0.374301839254,-0.00100736123293
22533000000,-1.59300443501,-0.373659436339,-0.00100768667786
22568000000,-1.59045149678,-0.373206346444,-0.00100759453976
22601000000,-1.58903805985,-0.372960452153,-0.00100760071736
22634000000,-1.58868275045,-0.372899404963,-0.00100761073636
22669000000,-1.58939515811,-0.373017730983,-0.00100766365923
22700000000,-1.59111258761,-0.373298750642,-0.00100775023788
22734000000,-1.59383206094,-0.373736556778,-0.00100783702487
22768000000,-1.59765157862,-0.374340468738,-0.00100793882765
22802000000,-1.60186397553,-0.374985769343,-0.00100787790383
22834000000,-1.60638897826,-0.375632203542,-0.0010077958432
22869000000,-1.61112779198,-0.376250398447,-0.00100793893484
22900000000,-1.61562470521,-0.376776554805,-0.00100766035471
22933000000,-1.62001385592,-0.377213623949,-0.00100815642559
22967000000,-1.62453605459,-0.377579839238,-0.00100715373746
23001000000,-1.62917890336,-0.377872482285,-0.00100735146743
23034000000,-1.63424151586,-0.378111638327,-0.00100765680539
23068000000,-1.63958317336,-0.378287545983,-0.00100798005694
23101000000,-1.64444962035,-0.378382167333,-0.00100703078541
23133000000,-1.64899364364,-0.378426580675,-0.00100787351368
23167000000,-1.65378154093,-0.378437336788,-0.00100784709536
23201000000,-1.65826032983,-0.378420216094,-0.00100683250072
23234000000,-1.66272139862,-0.378387662146,-0.00100698544727
23267000000,-1.66745500637,-0.378339508061,-0.00100720907524
23300000000,-1.67210158676,-0.378283906659,-0.00100800775486
23333000000,-1.67674562468,-0.378220720068,-0.00100796887653
23368000000,-1.68153093149,-0.378147659457,-0.00100789904721
23400000000,-1.6861624243,-0.37806270909,-0.00100780364329
23433000000,-1.69083450776,-0.377947401048,-0.00100786659014
23468000000,-1.69564896941,-0.377797957514,-0.00100789368367
23501000000,-1.70013369176,-0.377625486798,-0.00100793286325
23534000000,-1.70456691564,-0.377410002463,-0.00100689585406
23567000000,-1.70915121517,-0.377140811779,-0.00100682990027
23600000000,-1.71367499263,-0.376826841801,-0.00100759078282
23633000000,-1.71821255913,-0.376461030706,-0.00100756450395
23667000000,-1.7228841242,-0.376031074803,-0.00100748114586
23700000000,-1.72748318073,-0.375564153353,-0.00100745542523
23733000000,-1.73215066966,-0.375074965342,-0.00100745554921
23767000000,-1.73695884971,-0.374565395815,-0.00100748270087
23800000000,-1.7416682381,-0.37406026473,-0.00100754896956
23833000000,-1.74638038781,-0.373548343505,-0.00100747056206
23867000000,-1.75123773535,-0.37301395871,-0.00100753639468
23900000000,-1.75594494796,-0.372482967404,-0.00100798130628
23934000000,-1.76062618813,-0.371928223771,-0.00100801639487
23968000000,-1.7654464748,-0.371327443724,-0.00100813437003
24000000000,-1.77002526992,-0.37073360039,-0.00100809966291
24033000000,-1.77464389193,-0.370123600573,-0.0010081769187
24067000000,-1.77941597798,-0.369484287743,-0.00100778247011
24100000000,-1.78409984592,-0.368848805972,-0.00100839690762
24134000000,-1.78878346546,-0.368205422467,-0.00100846557254
24167000000,-1.79359266927,-0.367536475064,-0.00100827983277
24201000000,-1.79808315678,-0.366902972111,-0.001006927583
24233000000,-1.80253761215,-0.366252790301,-0.00100717001468
24267000000,-1.80728659138,-0.365530464917,-0.00100785771966
24301000000,-1.81183329294,-0.364807412239,-0.00100773813646
24333000000,-1.81637357766,-0.364054453595,-0.00100760172307
24367000000,-1.82104769783,-0.36324691357,-0.0010075004571
24401000000,-1.82557267659,-0.362425285613,-0.0010074218758
24434000000,-1.83008565436,-0.361545954607,-0.00100737911291
24468000000,-1.83472208937,-0.36057711065,-0.00100736991419
24501000000,-1.83920255621,-0.359575449626,-0.0010073907261
24534000000,-1.84366959533,-0.358510277367,-0.00100743782638
24567000000,-1.84825740928,-0.357346492299,-0.00100752305091
24600000000,-1.85276721538,-0.356140645316,-0.00100764070177
24633000000,-1.85723122407,-0.354898775461,-0.00100775847934
24667000000,-1.86180877123,-0.35357213267,-0.00100789611405
24700000000,-1.86636893396,-0.352202868296,-0.0010071406842
24733000000,-1.8708356558,-0.35082576568,-0.00100776304162
24768000000,-1.87541204868,-0.349376030587,-0.00100792361196
24800000000,-1.87987359383,-0.347924052114,-0.00100793798187
24833000000,-1.88433298706,-0.346432898857,-0.0010080127544
24868000000,-1.88891470766,-0.34485893345,-0.00100799612231
24900000000,-1.89325521026,-0.343335258347,-0.00100786138874
24934000000,-1.89769723711,-0.341759765352,-0.00100778892075
24968000000,-1.90228569163,-0.340117036189,-0.00100786413489
25000000000,-1.90675249661,-0.338502371011,-0.00100778669457
25034000000,-1.9111794476,-0.336883446625,-0.00100806022151
25068000000,-1.91574453428,-0.335195124948,-0.0010080371533
25101000000,-1.92016693282,-0.33354023085,-0.00100797856254
25133000000,-1.92458290768,-0.33186813984,-0.00100792888496
25167000000,-1.92912646932,-0.330127171591,-0.00100786346311
25200000000,-1.93352833131,-0.328427385652,-0.00100758645337
25234000000,-1.93797276392,-0.32671885306,-0.00100769940435
25267000000,-1.9425534634,-0.324961543934,-0.00100773323895
25301000000,-1.94700441604,-0.323254073691,-0.00100790896899
25334000000,-1.95155866167,-0.321496012538,-0.00100788488818
25367000000,-1.95625538779,-0.319670950079,-0.00100680637412
25400000000,-1.96078038662,-0.317904293732,-0.00100761607379
25434000000,-1.9652365791,-0.316161220952,-0.0010076310828
25467000000,-1.96982948817,-0.314362171629,-0.00100763368167
25501000000,-1.97421123028,-0.312636858067,-0.00100764303909
25533000000,-1.97858773821,-0.310887655326,-0.00100767334659
25568000000,-1.98309195627,-0.30905569564,-0.00100773013031
25600000000,-1.98739386587,-0.307284850415,-0.00100775925699
25633000000,-1.99179637432,-0.305481687121,-0.00100791789284
25667000000,-1.99636865313,-0.303627925646,-0.00100796498298
25701000000,-2.00062757436,-0.301924765783,-0.00100786022675
25733000000,-2.00476055274,-0.300312172717,-0.00100700065993
25767000000,-2.00909061455,-0.298669376627,-0.00100704714886
25800000000,-2.01347579457,-0.297048679928,-0.00100743963952
25833000000,-2.01791609897,-0.295418761429,-0.00100784601395
25868000000,-2.02241367534,-0.293760981509,-0.00100783000845
25900000000,-2.02676804165,-0.292155881454,-0.00100750856943
25933000000,-2.03126638217,-0.290532111075,-0.00100766796567
25967000000,-2.03599876245,-0.288880540843,-0.00100766312181
26000000000,-2.0406000561,-0.287331913268,-0.0010076303255
26033000000,-2.04521858513,-0.285835556884,-0.00100765556252
26067000000,-2.04999521794,-0.284348308999,-0.00100770825411
26100000000,-2.05472140338,-0.28294044787,-0.00100792476119
26133000000,-2.0594693087,-0.281597516337,-0.00100805629756
26167000000,-2.06438230545,-0.280284284867,-0.00100794013555
26200000000,-2.06900727326,-0.279114794035,-0.00100640009653
26233000000,-2.07340044996,-0.278054840182,-0.00100636587021
26268000000,-2.07775399776,-0.277041032462,-0.00100635057216
26300000000,-2.08186675679,-0.276114408507,-0.00100763406174
26334000000,-2.08592221584,-0.275220400481,-0.00100751423698
26367000000,-2.09015384408,-0.274322905877,-0.00100645443518
26401000000,-2.0944354657,-0.273446880305,-0.0010073696837
26434000000,-2.09887696712,-0.272562680152,-0.00100783482623
26469000000,-2.10354148136,-0.271655245977,-0.0010080526618
26500000000,-2.10768154303,-0.270867776774,-0.00100770649023
26534000000,-2.11149530953,-0.270150644131,-0.00100713940266
26568000000,-2.11581044861,-0.269333261339,-0.00100716650912
26601000000,-2.11971201297,-0.268579065822,-0.00100759120071
26633000000,-2.12266023128,-0.267997286096,-0.00100764897488
26668000000,-2.12462943545,-0.267601832228,-0.00100765019507
26700000000,-2.12550233364,-0.267423939695,-0.00100767206692
26733000000,-2.12539195889,-0.267447402062,-0.00100771945741
26768000000,-2.12433583141,-0.267670182452,-0.00100778360453
26802000000,-2.12244276788,-0.268073482984,-0.00100786373199
26833000000,-2.11982150099,-0.26863773701,-0.0010079005866
26867000000,-2.11674132536,-0.269306773201,-0.00100799025779
26900000000,-2.11334422961,-0.270045900096,-0.00100810041488
26934000000,-2.10972826736,-0.270834927427,-0.00100823983238
26968000000,-2.10596490124,-0.271656853502,-0.00100731888969
27000000000,-2.10217525389,-0.272488144073,-0.00100718421154
27033000000,-2.09810190843,-0.273388571341,-0.00100724904527
27067000000,-2.09361443529,-0.27438716168,-0.00100736706778
27100000000,-2.08897280058,-0.275424631624,-0.0010065338399
27134000000,-2.08394242099,-0.276532619464,-0.00100662418435
27168000000,-2.07825141865,-0.277745722789,-0.00100693304647
27200000000,-2.07221086796,-0.278975901858,-0.0010069448198
27233000000,-2.06545602002,-0.28027583427,-0.00100717466643
27267000000,-2.05782044493,-0.28164053421,-0.00100784651581
27301000000,-2.05033503992,-0.282847843306,-0.00100774142338
27334000000,-2.04283684949,-0.283900188495,-0.00100789607045
27367000000,-2.03499436095,-0.284826159636,-0.00100681559997
27400000000,-2.0275773999,-0.285529309004,-0.00100674052222
27433000000,-2.02006885052,-0.286034943572,-0.00100682255602
27467000000,-2.01204230664,-0.28633424241,-0.00100729580634
27500000000,-2.00424752898,-0.286377147022,-0.00100730146987
27533000000,-1.99645423734,-0.286167654787,-0.00100739756245
27567000000,-1.98843287764,-0.285687816873,-0.00100761094025
27602000000,-1.98033437398,-0.284937500036,-0.00100771997845
27634000000,-1.97208225031,-0.283923209056,-0.00100816221991
27667000000,-1.96362863912,-0.282623290515,-0.00100795190752
27700000000,-1.95545391568,-0.281112470857,-0.00100783932396
27733000000,-1.94731609969,-0.279361493896,-0.00100784848688
27768000000,-1.93898236351,-0.27731540042,-0.00100791239374
27800000000,-1.93126056289,-0.275189556279,-0.00100668815529
27834000000,-1.92371793558,-0.272904004552,-0.00100729000378
27867000000,-1.91593647247,-0.270308391196,-0.00100820801194
27900000000,-1.90855994593,-0.267629457167,-0.00100717097194
27933000000,-1.9014070328,-0.264836282489,-0.00100831188822
27968000000,-1.89438809149,-0.261847560213,-0.00100828219065
28000000000,-1.88804992757,-0.258945108517,-0.00100820902518
28033000000,-1.88193939545,-0.255961345206,-0.00100772046793
28068000000,-1.87542225117,-0.252546853166,-0.00100682264611
28101000000,-1.86908571738,-0.248996388313,-0.00100694257763
28133000000,-1.86270206311,-0.245229344189,-0.00100711862457
28168000000,-1.85583310937,-0.24099680976,-0.00100741595074
28200000000,-1.84916530685,-0.236721023187,-0.00100772617028
28234000000,-1.84257930665,-0.232285942938,-0.00100775013292
28267000000,-1.83557652469,-0.227371340828,-0.00100675295937
28301000000,-1.82907157866,-0.222627128805,-0.00100782566106
28333000000,-1.82266289334,-0.21778328946,-0.00100747571149
28367000000,-1.81578039316,-0.212441148059,-0.0010075339459
28401000000,-1.80912474171,-0.207160441154,-0.00100769506047
28434000000,-1.8025111064,-0.201813778089,-0.00100792818061
28467000000,-1.79574833952,-0.196241913304,-0.00100813229568
28500000000,-1.78924573446,-0.19077638923,-0.00100832686401
28533000000,-1.78282307315,-0.185260765569,-0.00100794801975
28567000000,-1.77626991451,-0.179508188865,-0.00100863213209
28601000000,-1.77008418246,-0.173959409742,-0.00100819166829
28633000000,-1.76406282478,-0.16843009997,-0.00100817387286
28667000000,-1.75775331473,-0.162527868919,-0.0010077172584
28701000000,-1.75157944239,-0.156668265511,-0.00100748803573
28734000000,-1.74544418317,-0.150763790529,-0.00100739319648
28767000000,-1.7391636676,-0.144633640416,-0.00100739999983
28800000000,-1.7331098942,-0.138639443784,-0.00100750413812
28833000000,-1.72709721896,-0.132599631811,-0.00100771476754
28867000000,-1.72094650432,-0.126330222823,-0.00100802371604
28900000000,-1.71515853934,-0.120342489578,-0.00100831736649
28933000000,-1.7093896245,-0.114295079341,-0.00100768695186
28967000000,-1.70336972414,-0.107922030463,-0.00100850163602
29000000000,-1.69761847699,-0.101779763747,-0.00100816463102
29033000000,-1.69192158806,-0.0956518176673,-0.0010070179669
29069000000,-1.68595514376,-0.0892011041559,-0.00100787757978
29100000000,-1.68030019438,-0.0830671018567,-0.00100763187263
29133000000,-1.67454626987,-0.0768214153479,-0.00100748370174
29167000000,-1.6685395187,-0.0703182740597,-0.00100746953491
29200000000,-1.66271408491,-0.0640194311529,-0.00100753716044
29233000000,-1.65688961298,-0.0577154093858,-0.00100766969186
29267000000,-1.65089086302,-0.0512162166802,-0.00100788215298
29300000000,-1.64507710449,-0.0449067252514,-0.00100801100284
29334000000,-1.63928220304,-0.0386011800643,-0.00100777081571
29367000000,-1.63331320056,-0.0320907348492,-0.00100818982011
29400000000,-1.62755043171,-0.0257859275409,-0.00100828021553
29433000000,-1.62180677784,-0.0194712035286,-0.00100786858979
29467000000,-1.61590974164,-0.0129394771135,-0.00100789981302
29500000000,-1.61030451687,-0.00669779823011,-0.001007640682
29533000000,-1.60460328881,-0.000342561579081,-0.0010074984995
29568000000,-1.59870797232,0.00623721037165,-0.00100747442173
29600000000,-1.59304980049,0.0125442932824,-0.00100754311766
29634000000,-1.58729663452,0.0189120598555,-0.00100771505329
29668000000,-1.58132177755,0.0254789984966,-0.00100793945465
29701000000,-1.57550341415,0.0318309383885,-0.00100823671259
29735000000,-1.56967568804,0.038152585561,-0.00100804001128
29767000000,-1.56364650483,0.0446489253481,-0.00100835374752
29801000000,-1.55780540235,0.0509004463935,-0.00100743871567
29834000000,-1.55191852204,0.0571531381265,-0.00100821257465
29868000000,-1.54581318541,0.0635857682125,-0.00100788380752
29900000000,-1.5399946554,0.0696795800796,-0.00100775497239
29933000000,-1.53458021951,0.0753628515147,-0.00100741758401
29967000000,-1.52915264801,0.0811059315727,-0.00100741973061
30000000000,-1.52395431544,0.0866365351142,-0.00100715016198
30034000000,-1.51923101541,0.0916433563787,-0.00100701735707
30068000000,-1.51500447227,0.0961089982299,-0.00100728791492
30100000000,-1.51137871002,0.0999452561066,-0.00100741480727
30133000000,-1.50812550412,0.103419930439,-0.00100793332923
30168000000,-1.50484205116,0.106974631195,-0.00100809257819
30200000000,-1.50157288109,0.110555251027,-0.00100708796276
30233000000,-1.4983003747,0.114163425643,-0.0010083609887
30267000000,-1.4950997703,0.117717663176,-0.0010075774789
30300000000,-1.49224347729,0.120922904356,-0.00100754966411
30333000000,-1.48962669872,0.123897764025,-0.00100754029686
30367000000,-1.48717203358,0.126729876292,-0.00100754177897
30400000000,-1.48501721045,0.129253497488,-0.00100754573384
30433000000,-1.48307700108,0.13156575328,-0.00100756295137
30467000000,-1.48128845599,0.133739279026,-0.00100636728985
30501000000,-1.47975473698,0.135642317045,-0.00100649150501
30533000000,-1.47841511594,0.137346774384,-0.00100649450395
30567000000,-1.47706752197,0.13910962937,-0.00100716706992
30600000000,-1.47567282632,0.140976221455,-0.00100717751449
30633000000,-1.4742037462,0.142972776647,-0.00100836335311
30667000000,-1.47262361888,0.145140137962,-0.00100721685353
30700000000,-1.47104218595,0.147339644213,-0.0010071625574
30733000000,-1.46941751506,0.149642418269,-0.00100636641816
30767000000,-1.46760896812,0.152244484221,-0.00100646088682
30800000000,-1.46562245168,0.155153496945,-0.0010065858025
30833000000,-1.46331976523,0.158594432095,-0.00100677600471
30868000000,-1.46054685996,0.162834743123,-0.00100703829102
30900000000,-1.45743187888,0.167717568617,-0.00100733128429
30934000000,-1.45400186097,0.173216708416,-0.00100748491728
30967000000,-1.45016701728,0.179455332209,-0.00100765522571
31000000000,-1.44644406822,0.185547626299,-0.00100725971197
31033000000,-1.44303141436,0.191126596239,-0.00100807600915
31067000000,-1.43961903768,0.196701511013,-0.00100827726509
31101000000,-1.43621230939,0.202257219529,-0.00100830073952
31133000000,-1.43269823081,0.207963293706,-0.00100841315615
31167000000,-1.42906392403,0.213861452856,-0.00100667148571
31201000000,-1.42544236046,0.219686104794,-0.00100644850694
31233000000,-1.42161473622,0.225779156886,-0.00100719223121
31267000000,-1.41737781953,0.23242560145,-0.00100727282592
31301000000,-1.41288236,0.239329163815,-0.00100736175714
31333000000,-1.40805257253,0.246543541164,-0.00100751295124
31368000000,-1.40295558081,0.253926223,-0.00100758314471
31400000000,-1.39800745265,0.260898351772,-0.00100725642272
31433000000,-1.39298047228,0.267831349858,-0.00100768357321
31468000000,-1.38765539006,0.275014068776,-0.00100815043748
31502000000,-1.38243501821,0.281897133397,-0.00100757719888
31533000000,-1.37712372414,0.288741586207,-0.00100822369581
31567000000,-1.37155988008,0.295743863316,-0.001008016252
31600000000,-1.36618962717,0.302343369505,-0.00100699339676
31633000000,-1.36086845366,0.308711191821,-0.00100808574766
31669000000,-1.35531360196,0.315171172221,-0.00100791587404
31701000000,-1.34978103288,0.321419736417,-0.00100687175487
31734000000,-1.34408429608,0.327669595492,-0.00100702309813
31767000000,-1.3379935112,0.334173130096,-0.00100800677557
31800000000,-1.33216312229,0.340243319432,-0.00100764882519
31833000000,-1.32639127069,0.346096365863,-0.00100775972351
31868000000,-1.32035956783,0.352054028382,-0.00100823332973
31901000000,-1.31421242758,0.357971540543,-0.00100787992937
31933000000,-1.30788841877,0.363918379182,-0.00100756620816
31968000000,-1.30129792413,0.369969419921,-0.00100747242589
32001000000,-1.29483746591,0.37576532906,-0.00100750482856
32033000000,-1.28831213442,0.381492641388,-0.00100764736513
32068000000,-1.28152209023,0.387320827878,-0.00100793815033
32101000000,-1.27486711631,0.392905412668,-0.00100828646566
32133000000,-1.26815346903,0.398413337193,-0.00100847675539
32169000000,-1.26118904481,0.404004156434,-0.00100829712508
32200000000,-1.25440905676,0.409331188589,-0.00100780177277
32234000000,-1.24753450972,0.414605405316,-0.00100807802726
32268000000,-1.2403961594,0.419965128585,-0.00100781780467
32301000000,-1.23341413227,0.425095508557,-0.00100758868859
32333000000,-1.22637843359,0.430156578461,-0.00100747999599
32367000000,-1.21907380702,0.435298076946,-0.00100747394477
32400000000,-1.21193336878,0.440216553189,-0.00100759305227
32434000000,-1.20474279408,0.445066055683,-0.00100785910404
32467000000,-1.19728524475,0.449988094196,-0.00100806157152
32501000000,-1.18999516788,0.454703301184,-0.00100799385796
32533000000,-1.18270141625,0.459338852419,-0.00100816094356
32567000000,-1.17514113959,0.464059900255,-0.00100813803992
32601000000,-1.16775525078,0.46858438082,-0.00100791283419
32633000000,-1.1603247359,0.473038415064,-0.00100792377828
32669000000,-1.15263401764,0.47754618621,-0.00100742939861
32701000000,-1.14516594971,0.48183057299,-0.00100770600428
32733000000,-1.13763054177,0.486074841921,-0.00100770266763
32767000000,-1.12983096461,0.490386835323,-0.00100780533876
32800000000,-1.12222911733,0.494512317668,-0.00100795610523
32833000000,-1.11459841508,0.498579260297,-0.00100799696225
32867000000,-1.10672618852,0.502699258558,-0.00100736780981
32900000000,-1.09908617896,0.506621181365,-0.00100744459871
32933000000,-1.09135082876,0.510507313705,-0.00100778796241
32967000000,-1.08334418386,0.51444022057,-0.00100762861548
33000000000,-1.07553972965,0.518188816742,-0.00100762277315
33033000000,-1.06770183068,0.521871762622,-0.00100770756
33068000000,-1.05959339419,0.525596565071,-0.00100783914817
33101000000,-1.05167243907,0.52914814699,-0.00100785600819
33133000000,-1.04373609149,0.532612227587,-0.0010079697088
33168000000,-1.03551258878,0.536103687425,-0.00100829769702
33201000000,-1.02753753143,0.539392752349,-0.00100805114146
33233000000,-1.0195343827,0.542592394132,-0.00100747189402
33267000000,-1.01120011332,0.545816116504,-0.00100797516719
33301000000,-1.00309148788,0.548854147057,-0.00100765067893
33334000000,-0.994953766569,0.551816445865,-0.00100747789886
33367000000,-0.986537816817,0.554789691723,-0.00100742996288
33400000000,-0.978337120846,0.557598429034,-0.00100750032631
33433000000,-0.970106812075,0.560329291695,-0.00100769081816
33467000000,-0.9615973942,0.563060957042,-0.00100804178764
33500000000,-0.953323636539,0.565633450911,-0.00100831819834
33534000000,-0.945038321686,0.568135127515,-0.00100834961875
33567000000,-0.936515040843,0.570632747561,-0.0010077300828
33601000000,-0.928185197678,0.572998124441,-0.00100852005395
33634000000,-0.919840533054,0.575287809947,-0.00100811053674
